ChangeId,OpportunityCode,AccountName,OpportunityName,FieldChanged,OldValue,NewValue,ChangeDate,ChangedByFullName,ChangedByEmail
CHG-001597,0061L8ZAM9G8SYYSSU,Meridian Telecom LLC,Meridian Telecom LLC - Unified Communications,SFDC_ACV_Revenue,63631.58,56830.59,2026-08-03,Jennifer Reed,jennifer.reed@global.ntt
CHG-001598,0061L8ZAM9G8SYYSSU,Meridian Telecom LLC,Meridian Telecom LLC - Unified Communications,SFDC_ACV_Gp,14446.86,12902.77,2026-08-03,Jennifer Reed,jennifer.reed@global.ntt
CHG-001599,0061MU2PWFS41KTW73,Cobalt Holdings Co.,Cobalt Holdings Co. - Backup & DR,ForecastCategory,Not Set,Omitted,2026-02-04,Brian Thompson,brian.thompson@global.ntt
CHG-001600,0061MU2PWFS41KTW73,Cobalt Holdings Co.,Cobalt Holdings Co. - Backup & DR,SFDC_ACV_Revenue,0,71691.21,2026-02-04,Brian Thompson,brian.thompson@global.ntt
CHG-001601,0061MU2PWFS41KTW73,Cobalt Holdings Co.,Cobalt Holdings Co. - Backup & DR,SFDC_ACV_Gp,0,10870.44,2026-02-04,Brian Thompson,brian.thompson@global.ntt
CHG-001602,0061MU2PWFS41KTW73,Cobalt Holdings Co.,Cobalt Holdings Co. - Backup & DR,OpportunityStage,Identification,Requirements Definition,2026-02-13,Brian Thompson,brian.thompson@global.ntt
CHG-001603,0061MU2PWFS41KTW73,Cobalt Holdings Co.,Cobalt Holdings Co. - Backup & DR,OpportunityStage,Requirements Definition,Qualification,2026-02-14,Brian Thompson,brian.thompson@global.ntt
CHG-001604,0061MU2PWFS41KTW73,Cobalt Holdings Co.,Cobalt Holdings Co. - Backup & DR,ForecastCategory,Omitted,Pipeline,2026-02-14,Brian Thompson,brian.thompson@global.ntt
CHG-001605,0061MU2PWFS41KTW73,Cobalt Holdings Co.,Cobalt Holdings Co. - Backup & DR,Confidence,0.00,0.15,2026-02-14,Brian Thompson,brian.thompson@global.ntt
CHG-001606,0061MU2PWFS41KTW73,Cobalt Holdings Co.,Cobalt Holdings Co. - Backup & DR,SFDC_ACV_Revenue,71691.21,75941.33,2026-02-27,Brian Thompson,brian.thompson@global.ntt
CHG-001607,0061MU2PWFS41KTW73,Cobalt Holdings Co.,Cobalt Holdings Co. - Backup & DR,SFDC_ACV_Gp,10870.44,11514.88,2026-02-27,Brian Thompson,brian.thompson@global.ntt
CHG-001608,0061MU2PWFS41KTW73,Cobalt Holdings Co.,Cobalt Holdings Co. - Backup & DR,OpportunityStage,Qualification,Proposal,2026-03-04,Brian Thompson,brian.thompson@global.ntt
CHG-001609,0061MU2PWFS41KTW73,Cobalt Holdings Co.,Cobalt Holdings Co. - Backup & DR,ForecastCategory,Pipeline,Best Case,2026-03-04,Brian Thompson,brian.thompson@global.ntt
CHG-001610,0061MU2PWFS41KTW73,Cobalt Holdings Co.,Cobalt Holdings Co. - Backup & DR,Confidence,0.15,0.53,2026-03-04,Brian Thompson,brian.thompson@global.ntt
CHG-001611,0061MU2PWFS41KTW73,Cobalt Holdings Co.,Cobalt Holdings Co. - Backup & DR,OpportunityStage,Proposal,Proposal Evaluation,2026-03-06,Brian Thompson,brian.thompson@global.ntt
CHG-001612,0061MU2PWFS41KTW73,Cobalt Holdings Co.,Cobalt Holdings Co. - Backup & DR,ForecastCategory,Best Case,Commit,2026-03-06,Brian Thompson,brian.thompson@global.ntt
CHG-001613,0061MU2PWFS41KTW73,Cobalt Holdings Co.,Cobalt Holdings Co. - Backup & DR,Confidence,0.53,0.71,2026-03-06,Brian Thompson,brian.thompson@global.ntt
CHG-001614,0061MU2PWFS41KTW73,Cobalt Holdings Co.,Cobalt Holdings Co. - Backup & DR,OpportunityStage,Proposal Evaluation,Finalist,2026-03-14,Brian Thompson,brian.thompson@global.ntt
CHG-001615,0061MU2PWFS41KTW73,Cobalt Holdings Co.,Cobalt Holdings Co. - Backup & DR,OpportunityStage,Finalist,Deal Lost,2026-03-22,Brian Thompson,brian.thompson@global.ntt
CHG-001616,0061MU2PWFS41KTW73,Cobalt Holdings Co.,Cobalt Holdings Co. - Backup & DR,ForecastCategory,Commit,Omitted,2026-03-22,Brian Thompson,brian.thompson@global.ntt
CHG-001617,0061MU2PWFS41KTW73,Cobalt Holdings Co.,Cobalt Holdings Co. - Backup & DR,Confidence,0.71,0.01,2026-03-22,Brian Thompson,brian.thompson@global.ntt
CHG-001618,0061MU2PWFS41KTW73,Cobalt Holdings Co.,Cobalt Holdings Co. - Backup & DR,SFDC_ACV_Revenue,75941.33,69342.93,2026-03-22,Brian Thompson,brian.thompson@global.ntt
CHG-001619,0061MU2PWFS41KTW73,Cobalt Holdings Co.,Cobalt Holdings Co. - Backup & DR,SFDC_ACV_Gp,11514.88,10514.37,2026-03-22,Brian Thompson,brian.thompson@global.ntt
CHG-001620,0061NI30QYNY3PXUCC,Brightpath Solutions Inc.,Brightpath Solutions Inc. - Firewall Upgrade,ForecastCategory,Not Set,Omitted,2026-04-29,Karen Phillips,karen.phillips@global.ntt
CHG-001621,0061NI30QYNY3PXUCC,Brightpath Solutions Inc.,Brightpath Solutions Inc. - Firewall Upgrade,SFDC_ACV_Revenue,0,24880.96,2026-04-29,Karen Phillips,karen.phillips@global.ntt
CHG-001622,0061NI30QYNY3PXUCC,Brightpath Solutions Inc.,Brightpath Solutions Inc. - Firewall Upgrade,SFDC_ACV_Gp,0,2505.45,2026-04-29,Karen Phillips,karen.phillips@global.ntt
CHG-001623,0061NI30QYNY3PXUCC,Brightpath Solutions Inc.,Brightpath Solutions Inc. - Firewall Upgrade,OpportunityStage,Identification,Requirements Definition,2026-05-18,Karen Phillips,karen.phillips@global.ntt
CHG-001624,0061NI30QYNY3PXUCC,Brightpath Solutions Inc.,Brightpath Solutions Inc. - Firewall Upgrade,OpportunityStage,Requirements Definition,Qualification,2026-05-19,Karen Phillips,karen.phillips@global.ntt
CHG-001625,0061NI30QYNY3PXUCC,Brightpath Solutions Inc.,Brightpath Solutions Inc. - Firewall Upgrade,ForecastCategory,Omitted,Pipeline,2026-05-19,Karen Phillips,karen.phillips@global.ntt
CHG-001626,0061NI30QYNY3PXUCC,Brightpath Solutions Inc.,Brightpath Solutions Inc. - Firewall Upgrade,Confidence,0.00,0.22,2026-05-19,Karen Phillips,karen.phillips@global.ntt
CHG-001627,0061NI30QYNY3PXUCC,Brightpath Solutions Inc.,Brightpath Solutions Inc. - Firewall Upgrade,SFDC_ACV_Revenue,24880.96,33133.52,2026-05-21,Karen Phillips,karen.phillips@global.ntt
CHG-001628,0061NI30QYNY3PXUCC,Brightpath Solutions Inc.,Brightpath Solutions Inc. - Firewall Upgrade,SFDC_ACV_Gp,2505.45,3336.46,2026-05-21,Karen Phillips,karen.phillips@global.ntt
CHG-001629,0061NI30QYNY3PXUCC,Brightpath Solutions Inc.,Brightpath Solutions Inc. - Firewall Upgrade,OpportunityStage,Qualification,Proposal,2026-05-23,Karen Phillips,karen.phillips@global.ntt
CHG-001630,0061NI30QYNY3PXUCC,Brightpath Solutions Inc.,Brightpath Solutions Inc. - Firewall Upgrade,ForecastCategory,Pipeline,Best Case,2026-05-23,Karen Phillips,karen.phillips@global.ntt
CHG-001631,0061NI30QYNY3PXUCC,Brightpath Solutions Inc.,Brightpath Solutions Inc. - Firewall Upgrade,Confidence,0.22,0.63,2026-05-23,Karen Phillips,karen.phillips@global.ntt
CHG-001632,0061NI30QYNY3PXUCC,Brightpath Solutions Inc.,Brightpath Solutions Inc. - Firewall Upgrade,OpportunityStage,Proposal,Proposal Evaluation,2026-05-30,Karen Phillips,karen.phillips@global.ntt
CHG-001633,0061NI30QYNY3PXUCC,Brightpath Solutions Inc.,Brightpath Solutions Inc. - Firewall Upgrade,OpportunityStage,Proposal Evaluation,Finalist,2026-06-10,Karen Phillips,karen.phillips@global.ntt
CHG-001634,0061NI30QYNY3PXUCC,Brightpath Solutions Inc.,Brightpath Solutions Inc. - Firewall Upgrade,ForecastCategory,Best Case,Commit,2026-06-10,Karen Phillips,karen.phillips@global.ntt
CHG-001635,0061NI30QYNY3PXUCC,Brightpath Solutions Inc.,Brightpath Solutions Inc. - Firewall Upgrade,Confidence,0.63,0.77,2026-06-10,Karen Phillips,karen.phillips@global.ntt
CHG-001636,0061NI30QYNY3PXUCC,Brightpath Solutions Inc.,Brightpath Solutions Inc. - Firewall Upgrade,OpportunityStage,Finalist,Deal Won,2026-06-13,Karen Phillips,karen.phillips@global.ntt
CHG-001637,0061NI30QYNY3PXUCC,Brightpath Solutions Inc.,Brightpath Solutions Inc. - Firewall Upgrade,ForecastCategory,Commit,Closed,2026-06-13,Karen Phillips,karen.phillips@global.ntt
CHG-001638,0061NI30QYNY3PXUCC,Brightpath Solutions Inc.,Brightpath Solutions Inc. - Firewall Upgrade,Confidence,0.77,1.00,2026-06-13,Karen Phillips,karen.phillips@global.ntt
CHG-001639,0061NI30QYNY3PXUCC,Brightpath Solutions Inc.,Brightpath Solutions Inc. - Firewall Upgrade,SFDC_ACV_Revenue,33133.52,37861.55,2026-06-13,Karen Phillips,karen.phillips@global.ntt
CHG-001640,0061NI30QYNY3PXUCC,Brightpath Solutions Inc.,Brightpath Solutions Inc. - Firewall Upgrade,SFDC_ACV_Gp,3336.46,3812.56,2026-06-13,Karen Phillips,karen.phillips@global.ntt
CHG-001641,0061NMTWH75KICOG76,"Monroe, Metropolitan Water District",Monroe - Endpoint Protection,ForecastCategory,Not Set,Omitted,2026-07-25,Amanda Morris,amanda.morris@global.ntt
CHG-001642,0061NMTWH75KICOG76,"Monroe, Metropolitan Water District",Monroe - Endpoint Protection,Confidence,0.00,0.06,2026-07-25,Amanda Morris,amanda.morris@global.ntt
CHG-001643,0061NMTWH75KICOG76,"Monroe, Metropolitan Water District",Monroe - Endpoint Protection,SFDC_ACV_Revenue,0,12989.03,2026-07-25,Amanda Morris,amanda.morris@global.ntt
CHG-001644,0061NMTWH75KICOG76,"Monroe, Metropolitan Water District",Monroe - Endpoint Protection,SFDC_ACV_Gp,0,1758.14,2026-07-25,Amanda Morris,amanda.morris@global.ntt
CHG-001645,0061NMTWH75KICOG76,"Monroe, Metropolitan Water District",Monroe - Endpoint Protection,OpportunityStage,Identification,Requirements Definition,2026-08-01,Amanda Morris,amanda.morris@global.ntt
CHG-001646,0061NMTWH75KICOG76,"Monroe, Metropolitan Water District",Monroe - Endpoint Protection,OpportunityStage,Requirements Definition,Qualification,2026-08-07,Amanda Morris,amanda.morris@global.ntt
CHG-001647,0061NMTWH75KICOG76,"Monroe, Metropolitan Water District",Monroe - Endpoint Protection,OpportunityStage,Qualification,Proposal,2026-08-07,Amanda Morris,amanda.morris@global.ntt
CHG-001648,0061NMTWH75KICOG76,"Monroe, Metropolitan Water District",Monroe - Endpoint Protection,ForecastCategory,Omitted,Pipeline,2026-08-07,Amanda Morris,amanda.morris@global.ntt
CHG-001649,0061NMTWH75KICOG76,"Monroe, Metropolitan Water District",Monroe - Endpoint Protection,Confidence,0.06,0.25,2026-08-07,Amanda Morris,amanda.morris@global.ntt
CHG-001650,0061NMTWH75KICOG76,"Monroe, Metropolitan Water District",Monroe - Endpoint Protection,SFDC_ACV_Revenue,12989.03,14768.92,2026-08-15,Amanda Morris,amanda.morris@global.ntt
CHG-001651,0061NMTWH75KICOG76,"Monroe, Metropolitan Water District",Monroe - Endpoint Protection,SFDC_ACV_Gp,1758.14,1999.06,2026-08-15,Amanda Morris,amanda.morris@global.ntt
CHG-001652,0061NMTWH75KICOG76,"Monroe, Metropolitan Water District",Monroe - Endpoint Protection,OpportunityStage,Proposal,Proposal Evaluation,2026-08-16,Amanda Morris,amanda.morris@global.ntt
CHG-001653,0061NMTWH75KICOG76,"Monroe, Metropolitan Water District",Monroe - Endpoint Protection,ForecastCategory,Pipeline,Commit,2026-08-16,Amanda Morris,amanda.morris@global.ntt
CHG-001654,0061NMTWH75KICOG76,"Monroe, Metropolitan Water District",Monroe - Endpoint Protection,Confidence,0.25,0.85,2026-08-16,Amanda Morris,amanda.morris@global.ntt
CHG-001655,0061NMTWH75KICOG76,"Monroe, Metropolitan Water District",Monroe - Endpoint Protection,OpportunityStage,Proposal Evaluation,Finalist,2026-08-29,Amanda Morris,amanda.morris@global.ntt
CHG-001656,0061NMTWH75KICOG76,"Monroe, Metropolitan Water District",Monroe - Endpoint Protection,OpportunityStage,Finalist,Deal Won,2026-09-06,Amanda Morris,amanda.morris@global.ntt
CHG-001657,0061NMTWH75KICOG76,"Monroe, Metropolitan Water District",Monroe - Endpoint Protection,ForecastCategory,Commit,Closed,2026-09-06,Amanda Morris,amanda.morris@global.ntt
CHG-001658,0061NMTWH75KICOG76,"Monroe, Metropolitan Water District",Monroe - Endpoint Protection,Confidence,0.85,0.93,2026-09-06,Amanda Morris,amanda.morris@global.ntt
CHG-001659,0061NMTWH75KICOG76,"Monroe, Metropolitan Water District",Monroe - Endpoint Protection,SFDC_ACV_Revenue,14768.92,17248.62,2026-09-06,Amanda Morris,amanda.morris@global.ntt
CHG-001660,0061NMTWH75KICOG76,"Monroe, Metropolitan Water District",Monroe - Endpoint Protection,SFDC_ACV_Gp,1999.06,2334.7,2026-09-06,Amanda Morris,amanda.morris@global.ntt
CHG-001661,0061OHGBB3C46IPMOM,"Clark, Metropolitan Water District",Clark - Security Assessment,ForecastCategory,Not Set,Pipeline,2026-06-11,Cynthia Clark,cynthia.clark@global.ntt
CHG-001662,0061OHGBB3C46IPMOM,"Clark, Metropolitan Water District",Clark - Security Assessment,Confidence,0.00,0.21,2026-06-11,Cynthia Clark,cynthia.clark@global.ntt
CHG-001663,0061OHGBB3C46IPMOM,"Clark, Metropolitan Water District",Clark - Security Assessment,SFDC_ACV_Revenue,0,45127.9,2026-06-11,Cynthia Clark,cynthia.clark@global.ntt
CHG-001664,0061OHGBB3C46IPMOM,"Clark, Metropolitan Water District",Clark - Security Assessment,SFDC_ACV_Gp,0,11482.13,2026-06-11,Cynthia Clark,cynthia.clark@global.ntt
CHG-001665,0061OHGBB3C46IPMOM,"Clark, Metropolitan Water District",Clark - Security Assessment,OpportunityCloseDate,2026-08-02,2026-10-30,2026-07-04,Cynthia Clark,cynthia.clark@global.ntt
CHG-001666,0061OHGBB3C46IPMOM,"Clark, Metropolitan Water District",Clark - Security Assessment,OpportunityStage,Qualification,Proposal,2026-07-17,Cynthia Clark,cynthia.clark@global.ntt
CHG-001667,0061OHGBB3C46IPMOM,"Clark, Metropolitan Water District",Clark - Security Assessment,ForecastCategory,Pipeline,Best Case,2026-07-17,Cynthia Clark,cynthia.clark@global.ntt
CHG-001668,0061OHGBB3C46IPMOM,"Clark, Metropolitan Water District",Clark - Security Assessment,Confidence,0.21,0.56,2026-07-17,Cynthia Clark,cynthia.clark@global.ntt
CHG-001669,0061OHGBB3C46IPMOM,"Clark, Metropolitan Water District",Clark - Security Assessment,OpportunityStage,Proposal,Proposal Evaluation,2026-07-24,Cynthia Clark,cynthia.clark@global.ntt
CHG-001670,0061OHGBB3C46IPMOM,"Clark, Metropolitan Water District",Clark - Security Assessment,SFDC_ACV_Revenue,45127.9,25451.71,2026-07-27,Cynthia Clark,cynthia.clark@global.ntt
CHG-001671,0061OHGBB3C46IPMOM,"Clark, Metropolitan Water District",Clark - Security Assessment,SFDC_ACV_Gp,11482.13,6475.81,2026-07-27,Cynthia Clark,cynthia.clark@global.ntt
CHG-001672,0061OHGBB3C46IPMOM,"Clark, Metropolitan Water District",Clark - Security Assessment,OpportunityCloseDate,2026-10-30,2026-12-26,2026-08-01,Cynthia Clark,cynthia.clark@global.ntt
CHG-001673,0061OHGBB3C46IPMOM,"Clark, Metropolitan Water District",Clark - Security Assessment,OpportunityStage,Proposal Evaluation,Finalist,2026-09-12,Cynthia Clark,cynthia.clark@global.ntt
CHG-001674,0061OHGBB3C46IPMOM,"Clark, Metropolitan Water District",Clark - Security Assessment,ForecastCategory,Best Case,Commit,2026-09-12,Cynthia Clark,cynthia.clark@global.ntt
CHG-001675,0061OHGBB3C46IPMOM,"Clark, Metropolitan Water District",Clark - Security Assessment,Confidence,0.56,0.84,2026-09-12,Cynthia Clark,cynthia.clark@global.ntt
CHG-001676,0061OHGBB3C46IPMOM,"Clark, Metropolitan Water District",Clark - Security Assessment,SFDC_ACV_Revenue,25451.71,10740.61,2026-09-12,Cynthia Clark,cynthia.clark@global.ntt
CHG-001677,0061OHGBB3C46IPMOM,"Clark, Metropolitan Water District",Clark - Security Assessment,SFDC_ACV_Gp,6475.81,2732.79,2026-09-12,Cynthia Clark,cynthia.clark@global.ntt
CHG-001678,0061OIPJCZ2KOOATQ7,Wexford Energy Partners Co.,Wexford Energy Partners Co. - Wireless Expansion,ForecastCategory,Not Set,Pipeline,2026-05-07,Amanda Turner,amanda.turner@global.ntt
CHG-001679,0061OIPJCZ2KOOATQ7,Wexford Energy Partners Co.,Wexford Energy Partners Co. - Wireless Expansion,Confidence,0.00,0.25,2026-05-07,Amanda Turner,amanda.turner@global.ntt
CHG-001680,0061OIPJCZ2KOOATQ7,Wexford Energy Partners Co.,Wexford Energy Partners Co. - Wireless Expansion,SFDC_ACV_Revenue,0,16859.74,2026-05-07,Amanda Turner,amanda.turner@global.ntt
CHG-001681,0061OIPJCZ2KOOATQ7,Wexford Energy Partners Co.,Wexford Energy Partners Co. - Wireless Expansion,SFDC_ACV_Gp,0,2157.58,2026-05-07,Amanda Turner,amanda.turner@global.ntt
CHG-001682,0061OIPJCZ2KOOATQ7,Wexford Energy Partners Co.,Wexford Energy Partners Co. - Wireless Expansion,OpportunityStage,Qualification,Deal Lost,2026-08-08,Amanda Turner,amanda.turner@global.ntt
CHG-001683,0061OIPJCZ2KOOATQ7,Wexford Energy Partners Co.,Wexford Energy Partners Co. - Wireless Expansion,ForecastCategory,Pipeline,Omitted,2026-08-08,Amanda Turner,amanda.turner@global.ntt
CHG-001684,0061OIPJCZ2KOOATQ7,Wexford Energy Partners Co.,Wexford Energy Partners Co. - Wireless Expansion,Confidence,0.25,0.06,2026-08-08,Amanda Turner,amanda.turner@global.ntt
CHG-001685,0061OIPJCZ2KOOATQ7,Wexford Energy Partners Co.,Wexford Energy Partners Co. - Wireless Expansion,SFDC_ACV_Revenue,16859.74,22646.45,2026-08-08,Amanda Turner,amanda.turner@global.ntt
CHG-001686,0061OIPJCZ2KOOATQ7,Wexford Energy Partners Co.,Wexford Energy Partners Co. - Wireless Expansion,SFDC_ACV_Gp,2157.58,2898.12,2026-08-08,Amanda Turner,amanda.turner@global.ntt
CHG-001687,0061OVGSK7NOO67P91,"Kingston, Township Of",Kingston - Data Center Migration,ForecastCategory,Not Set,Omitted,2026-01-26,Cynthia Edwards,cynthia.edwards@global.ntt
CHG-001688,0061OVGSK7NOO67P91,"Kingston, Township Of",Kingston - Data Center Migration,Confidence,0.00,0.07,2026-01-26,Cynthia Edwards,cynthia.edwards@global.ntt
CHG-001689,0061OVGSK7NOO67P91,"Kingston, Township Of",Kingston - Data Center Migration,SFDC_ACV_Revenue,0,233.35,2026-01-26,Cynthia Edwards,cynthia.edwards@global.ntt
CHG-001690,0061OVGSK7NOO67P91,"Kingston, Township Of",Kingston - Data Center Migration,SFDC_ACV_Gp,0,99.41,2026-01-26,Cynthia Edwards,cynthia.edwards@global.ntt
CHG-001691,0061OVGSK7NOO67P91,"Kingston, Township Of",Kingston - Data Center Migration,OpportunityStage,Identification,Requirements Definition,2026-02-06,Cynthia Edwards,cynthia.edwards@global.ntt
CHG-001692,0061OVGSK7NOO67P91,"Kingston, Township Of",Kingston - Data Center Migration,OpportunityStage,Requirements Definition,Qualification,2026-02-13,Cynthia Edwards,cynthia.edwards@global.ntt
CHG-001693,0061OVGSK7NOO67P91,"Kingston, Township Of",Kingston - Data Center Migration,ForecastCategory,Omitted,Pipeline,2026-02-13,Cynthia Edwards,cynthia.edwards@global.ntt
CHG-001694,0061OVGSK7NOO67P91,"Kingston, Township Of",Kingston - Data Center Migration,Confidence,0.07,0.20,2026-02-13,Cynthia Edwards,cynthia.edwards@global.ntt
CHG-001695,0061OVGSK7NOO67P91,"Kingston, Township Of",Kingston - Data Center Migration,SFDC_ACV_Revenue,233.35,221.19,2026-02-25,Cynthia Edwards,cynthia.edwards@global.ntt
CHG-001696,0061OVGSK7NOO67P91,"Kingston, Township Of",Kingston - Data Center Migration,SFDC_ACV_Gp,99.41,94.23,2026-02-25,Cynthia Edwards,cynthia.edwards@global.ntt
CHG-001697,0061OVGSK7NOO67P91,"Kingston, Township Of",Kingston - Data Center Migration,OpportunityStage,Qualification,Proposal,2026-03-12,Cynthia Edwards,cynthia.edwards@global.ntt
CHG-001698,0061OVGSK7NOO67P91,"Kingston, Township Of",Kingston - Data Center Migration,OpportunityStage,Proposal,Proposal Evaluation,2026-03-16,Cynthia Edwards,cynthia.edwards@global.ntt
CHG-001699,0061OVGSK7NOO67P91,"Kingston, Township Of",Kingston - Data Center Migration,ForecastCategory,Pipeline,Best Case,2026-03-16,Cynthia Edwards,cynthia.edwards@global.ntt
CHG-001700,0061OVGSK7NOO67P91,"Kingston, Township Of",Kingston - Data Center Migration,Confidence,0.20,0.68,2026-03-16,Cynthia Edwards,cynthia.edwards@global.ntt
CHG-001701,0061OVGSK7NOO67P91,"Kingston, Township Of",Kingston - Data Center Migration,OpportunityStage,Proposal Evaluation,Finalist,2026-03-22,Cynthia Edwards,cynthia.edwards@global.ntt
CHG-001702,0061OVGSK7NOO67P91,"Kingston, Township Of",Kingston - Data Center Migration,ForecastCategory,Best Case,Commit,2026-03-22,Cynthia Edwards,cynthia.edwards@global.ntt
CHG-001703,0061OVGSK7NOO67P91,"Kingston, Township Of",Kingston - Data Center Migration,Confidence,0.68,0.74,2026-03-22,Cynthia Edwards,cynthia.edwards@global.ntt
CHG-001704,0061OVGSK7NOO67P91,"Kingston, Township Of",Kingston - Data Center Migration,OpportunityStage,Finalist,Deal Lost,2026-03-27,Cynthia Edwards,cynthia.edwards@global.ntt
CHG-001705,0061OVGSK7NOO67P91,"Kingston, Township Of",Kingston - Data Center Migration,ForecastCategory,Commit,Omitted,2026-03-27,Cynthia Edwards,cynthia.edwards@global.ntt
CHG-001706,0061OVGSK7NOO67P91,"Kingston, Township Of",Kingston - Data Center Migration,Confidence,0.74,0.06,2026-03-27,Cynthia Edwards,cynthia.edwards@global.ntt
CHG-001707,0061OVGSK7NOO67P91,"Kingston, Township Of",Kingston - Data Center Migration,SFDC_ACV_Revenue,221.19,250.0,2026-03-27,Cynthia Edwards,cynthia.edwards@global.ntt
CHG-001708,0061OVGSK7NOO67P91,"Kingston, Township Of",Kingston - Data Center Migration,SFDC_ACV_Gp,94.23,106.5,2026-03-27,Cynthia Edwards,cynthia.edwards@global.ntt
CHG-001709,0061PL2FK07VAZBCYN,Redstone Manufacturing Inc.,Redstone Manufacturing Inc. - Wireless Expansion,OpportunityStage,Identification,Requirements Definition,2026-08-30,Angela Martinez,angela.martinez@global.ntt
CHG-001710,0061PL2FK07VAZBCYN,Redstone Manufacturing Inc.,Redstone Manufacturing Inc. - Wireless Expansion,OpportunityStage,Requirements Definition,Qualification,2026-09-01,Angela Martinez,angela.martinez@global.ntt
CHG-001711,0061PL2FK07VAZBCYN,Redstone Manufacturing Inc.,Redstone Manufacturing Inc. - Wireless Expansion,ForecastCategory,Not Set,Omitted,2026-09-01,Angela Martinez,angela.martinez@global.ntt
CHG-001712,0061PL2FK07VAZBCYN,Redstone Manufacturing Inc.,Redstone Manufacturing Inc. - Wireless Expansion,Confidence,0.00,0.04,2026-09-01,Angela Martinez,angela.martinez@global.ntt
CHG-001713,0061PL2FK07VAZBCYN,Redstone Manufacturing Inc.,Redstone Manufacturing Inc. - Wireless Expansion,ForecastCategory,Omitted,Pipeline,2026-09-01,Angela Martinez,angela.martinez@global.ntt
CHG-001714,0061PL2FK07VAZBCYN,Redstone Manufacturing Inc.,Redstone Manufacturing Inc. - Wireless Expansion,Confidence,0.04,0.28,2026-09-01,Angela Martinez,angela.martinez@global.ntt
CHG-001715,0061PL2FK07VAZBCYN,Redstone Manufacturing Inc.,Redstone Manufacturing Inc. - Wireless Expansion,SFDC_ACV_Revenue,0,17236.52,2026-09-01,Angela Martinez,angela.martinez@global.ntt
CHG-001716,0061PL2FK07VAZBCYN,Redstone Manufacturing Inc.,Redstone Manufacturing Inc. - Wireless Expansion,SFDC_ACV_Gp,0,2857.84,2026-09-01,Angela Martinez,angela.martinez@global.ntt
CHG-001717,0061PL2FK07VAZBCYN,Redstone Manufacturing Inc.,Redstone Manufacturing Inc. - Wireless Expansion,OpportunityStage,Qualification,Proposal,2026-09-03,Angela Martinez,angela.martinez@global.ntt
